customer,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,vehicle_type
CG33085,Oregon,No,Extended,Doctor,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize,A
WF34690,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,B
HW27766,Arizona,No,Extended,College,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,B
NN71951,California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,B
JV68002,Washington,Yes,Extended,College,Retired,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Medsize,B
QE22757,Nevada,Yes,Basic,Doctor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large,A
FH81263,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Small,A
NJ29981,California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize,B
CV90092,Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,A
CE17166,California,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small,A
LQ76461,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Small,B
ZH98656,Nevada,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Large,A
ZN47335,Unknown,No,Extended,College,Employed,M,Rural,Divorced,Corporate Auto,Corporate L3,Offer1,Web,SUV,Small,A
WS24655,Oregon,No,Premium,College,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize,A
QR88427,Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,B
CV75841,California,No,Premium,College,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
BV55733,Nevada,No,Extended,College,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer4,Branch,Four-Door Car,Medsize,A
YK23193,Nevada,Yes,Extended,Bachelor,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,A
QI11566,Oregon,No,Basic,Bachelor,Disabled,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Branch,Two-Door Car,Small,B
EK59571,Oregon,Yes,Premium,College,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Large,A
DP39365,California,No,Premium,Master,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Offer2,Agent,Four-Door Car,Medsize,B
FO13070,California,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,A
MU88116,Oregon,No,Basic,Master,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer1,Web,Sports Car,Medsize,B
LF55270,Oregon,Yes,Extended,College,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,B
VN37592,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Large,B
WW30771,Arizona,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize,A
FS29897,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize,B
JT41591,Washington,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Large,A
WV39838,Arizona,No,Basic,College,Unemployed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Large,A
FA39525,Oregon,No,Basic,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Medsize,B
CQ19667,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,A
MR60878,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Four-Door Car,Small,A
BW51534,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Branch,SUV,Small,A
WO42164,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
QI37869,California,No,Premium,College,Disabled,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Large,B
AP27994,Oregon,No,Basic,High School or Below,Disabled,F,Suburban,Married,Special Auto,Special L2,Offer3,Agent,Sports Car,Medsize,B
CV86445,Arizona,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize,B
HD99234,Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize,B
BT76268,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,A
QB14087,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,B
WE60408,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Branch,SUV,Medsize,B
ID40186,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large,A
GE82737,Unknown,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
VU84949,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize,B
YN17362,California,No,Basic,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize,A
XZ62430,Arizona,Yes,Extended,Bachelor,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,B
DP50922,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Sports Car,Medsize,B
JS19054,Oregon,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small,A
EK19337,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,A
SR53077,Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,B
TC14209,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,B
EA25683,Washington,No,Basic,High School or Below,Employed,M,Urban,Single,Corporate Auto,Corporate L3,Offer1,Branch,Luxury SUV,Medsize,B
DE21533,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,B
SK46419,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Branch,SUV,Medsize,A
AQ70619,California,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,B
UF27940,Washington,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,SUV,Medsize,B
UZ95992,California,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,B
JS90115,Nevada,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,A
BM83544,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize,A
RB50392,Washington,No,Basic,Master,Unemployed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize,A
WN59735,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,B
MF41879,Oregon,No,Basic,Doctor,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,SUV,Small,A
RA66180,Washington,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Offer1,Branch,Two-Door Car,Medsize,B
DJ71217,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Branch,SUV,Medsize,A
IL32727,California,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,B
TJ76363,Arizona,No,Extended,Doctor,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Agent,SUV,Medsize,A
VY76337,Washington,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large,A
RR74547,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Large,B
OF38237,California,No,Basic,Doctor,Disabled,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize,A
MM62953,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,A
LM86393,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,B
YS71471,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize,A
GS76685,California,Yes,Basic,High School or Below,Retired,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize,A
QA87025,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
YQ95507,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Small,A
KU59569,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize,B
YO29244,Oregon,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer3,Branch,SUV,Medsize,B
MW80236,Unknown,No,Basic,Master,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,A
FY77803,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer4,Call Center,Four-Door Car,Medsize,A
EY83434,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Large,A
EW15755,California,No,Extended,Master,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize,B
HS97484,California,No,Extended,College,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
IX67925,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize,B
NN76284,California,No,Basic,College,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Medsize,B
DK92014,Arizona,Yes,Basic,High School or Below,Disabled,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Two-Door Car,Small,B
IV94496,Nevada,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Luxury SUV,Medsize,B
VW73816,Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
CD14267,Nevada,No,Premium,College,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Large,A
HM41195,Arizona,No,Extended,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Large,B
PO98961,Washington,No,Extended,College,Medical Leave,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Small,B
UL90124,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,SUV,Small,A
GV71044,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,B
GU84478,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize,B
SL50592,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Web,Four-Door Car,Small,B
TX98128,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,B
MI99404,California,Yes,Basic,College,Retired,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,A
YI95434,California,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,B
JF32940,Oregon,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Small,B
KA32645,Unknown,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,B
FO33051,Arizona,No,Premium,College,Medical Leave,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,SUV,Large,A
CS29328,Unknown,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Branch,Two-Door Car,Medsize,B
SK58227,California,Yes,Basic,High School or Below,Employed,F,Urban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Small,B
LW11571,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Small,B
KF44948,Unknown,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,A
EL99335,California,No,Basic,College,Retired,F,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize,A
CL37990,Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Call Center,Four-Door Car,Medsize,B
NA82031,Washington,No,Basic,College,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Medsize,B
BA56812,Oregon,No,Extended,Master,Employed,M,Rural,Divorced,Corporate Auto,Corporate L2,Offer4,Branch,Four-Door Car,Medsize,A
GY43856,California,Yes,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Branch,SUV,Large,B
MB15338,California,No,Basic,College,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Medsize,A
LQ79472,Arizona,No,Extended,College,Employed,M,Rural,Single,Corporate Auto,Corporate L2,Offer3,Branch,Two-Door Car,Medsize,A
SS13550,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Luxury SUV,Large,A
BJ65040,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize,A
RL64888,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Medsize,B
AB23825,California,No,Extended,College,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Agent,Two-Door Car,Medsize,B
ZA34848,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,B
AV49798,Arizona,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,B
UT76436,Unknown,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
MU88116,Unknown,No,Basic,Master,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer1,Web,Sports Car,Medsize,B
LT94367,California,No,Basic,College,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Branch,Sports Car,Small,A
NS14955,Unknown,No,Extended,Master,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer4,Call Center,Four-Door Car,Small,B
OH64088,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Medsize,A
ML68781,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
JU93290,Arizona,No,Basic,College,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize,A
WR70403,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,B
PV24005,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer3,Web,Four-Door Car,Small,A
XY33610,Unknown,No,Basic,College,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,B
UI64573,Oregon,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Medsize,A
RF64040,California,No,Extended,Bachelor,Unemployed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Call Center,SUV,Medsize,B
FK85203,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,B
LA13377,California,No,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Small,A
QC28119,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,B
OI39449,California,Yes,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,A
VV35420,Arizona,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Small,B
ER40041,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Luxury Car,Medsize,A
EI46264,California,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,B
NL41409,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Large,B
BM83544,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,A
YW94562,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize,B
BW63560,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer2,Branch,Four-Door Car,Medsize,B
AX28231,Washington,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,B
TO84268,California,No,Premium,Master,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,A
DV57698,Oregon,No,Extended,Doctor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Medsize,B
CF95802,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,SUV,Small,A
TI14001,California,Yes,Basic,College,Employed,M,Urban,Single,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize,B
SW42446,California,No,Extended,College,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Sports Car,Small,B
WI47826,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,B
JF25129,California,Yes,Basic,Master,Disabled,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Small,A
WP51328,Oregon,No,Basic,Doctor,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Medsize,B
XF83901,Arizona,No,Premium,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Large,A
TH72420,Oregon,No,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Two-Door Car,Small,A
MB75636,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,B
QD97878,Nevada,No,Premium,Master,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Two-Door Car,Small,B
ZG82132,Oregon,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize,B
MQ15074,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,A
